"UID","NumShifts","V_Durations","V_Intervals","V_Hours","ROT_NM","QUARTER","ROLE","SOURCE"
387,20,0,0,0,"D",2,"Jr FLC","SRS"
388,21,0,0,0,"C",2,"Sr FLC","SRS"
389,23,0,0,0,"F",3,"Jr FLC","SRS"
390,23,0,0,0,"D",3,"Jr FLC","SRS"
391,22,0,0,0,"D",2,"Jr FLC","SRS"
392,22,0,0,0,"D",3,"Jr FLC","SRS"
393,20,0,1,0,"B",2,"Jr FLC","SRS"
394,24,0,0,0,"B",2,"Jr FLC","SRS"
395,19,0,0,0,"B",3,"Jr FLC","SRS"
396,0,0,0,0,"E",4,"Sr FLC","SRS"
397,21,0,0,0,"A",2,"Jr FLC","SRS"
398,21,0,0,0,"F",3,"Jr FLC","SRS"
399,17,0,0,0,"E",1,"Sr FLC","SRS"
400,14,0,0,0,"K",1,"Sr FLC","SRS"
401,16,2,2,0,"B",1,"Jr FLC","SRS"
402,15,2,1,0,"E",1,"Sr FLC","SRS"
403,24,0,2,0,"A",4,"Jr FLC","SRS"
404,7,0,0,0,"I",2,"Sr FLC","SRS"
405,23,0,0,0,"F",1,"Jr FLC","SRS"
406,0,0,0,0,"D",3,"Jr FLC","SRS"
407,16,1,0,0,"H",1,"Sr FLC","SRS"
408,23,2,3,1,"G",3,"Jr FLC","SRS"
409,0,0,0,0,"L",1,"Sr FLC","SRS"
410,23,1,0,0,"B",4,"Jr FLC","SRS"
411,23,0,0,0,"D",1,"Jr FLC","SRS"
412,0,0,0,0,"A",1,"Jr FLC","SRS"
413,22,0,0,0,"B",3,"Jr FLC","SRS"
414,0,0,0,0,"H",4,"Sr FLC","SRS"
415,19,0,0,0,"A",3,"Jr FLC","SRS"
416,0,0,0,0,"C",4,"Sr FLC","SRS"
417,0,0,0,0,"D",4,"Jr FLC","SRS"
418,20,1,0,0,"D",3,"Jr FLC","SRS"
419,18,0,1,0,"H",4,"Sr FLC","SRS"
420,21,0,0,0,"G",3,"Jr FLC","SRS"
421,20,0,0,0,"N",2,"Sr FLC","SRS"
422,24,0,0,0,"F",4,"Jr FLC","SRS"
423,0,0,0,0,"C",2,"Sr FLC","SRS"
424,17,0,0,0,"G",1,"Jr FLC","SRS"
425,23,0,0,0,"G",1,"Jr FLC","SRS"
426,21,0,2,0,"B",1,"Jr FLC","SRS"
427,0,0,0,0,"E",2,"Sr FLC","SRS"
428,23,0,3,0,"G",3,"Jr FLC","SRS"
429,23,0,0,0,"G",2,"Jr FLC","SRS"
430,15,0,0,0,"K",3,"Sr FLC","SRS"
431,18,0,0,0,"F",3,"Jr FLC","SRS"
432,0,0,0,0,"B",3,"Jr FLC","SRS"
433,0,0,0,0,"M",2,"Sr FLC","SRS"
434,0,0,0,0,"E",2,"Sr FLC","SRS"
435,21,0,0,0,"G",3,"Jr FLC","SRS"
436,16,3,0,0,"M",3,"Sr FLC","SRS"
437,22,1,0,0,"G",2,"Jr FLC","SRS"
438,20,0,0,0,"A",3,"Jr FLC","SRS"
439,0,0,0,0,"C",4,"Sr FLC","SRS"
440,22,0,0,0,"A",3,"Jr FLC","SRS"
441,22,0,0,0,"G",4,"Jr FLC","SRS"
442,0,0,0,0,"J",1,"Sr FLC","SRS"
443,16,4,0,0,"E",2,"Sr FLC","SRS"
444,17,6,0,0,"L",4,"Sr FLC","SRS"
445,22,0,0,0,"F",4,"Jr FLC","SRS"
446,23,0,1,0,"B",1,"Jr FLC","SRS"
447,0,0,0,0,"B",1,"Jr FLC","SRS"
448,11,0,0,0,"G",4,"Jr FLC","SRS"
449,18,0,0,0,"F",2,"Jr FLC","SRS"
450,20,0,0,0,"B",3,"Jr FLC","SRS"
451,21,0,0,0,"N",4,"Sr FLC","SRS"
452,13,5,0,0,"L",3,"Sr FLC","SRS"
453,23,0,1,0,"A",3,"Jr FLC","SRS"
454,16,0,0,0,"I",4,"Sr FLC","SRS"
455,17,1,1,0,"A",2,"Jr FLC","SRS"
456,14,0,0,0,"D",1,"Jr FLC","SRS"
457,23,1,0,0,"A",3,"Jr FLC","SRS"
458,19,0,0,0,"F",2,"Jr FLC","SRS"
459,16,0,0,0,"A",3,"Jr FLC","SRS"
460,23,0,0,0,"D",4,"Jr FLC","SRS"
461,20,0,0,0,"D",3,"Jr FLC","SRS"
462,18,0,0,0,"E",3,"Sr FLC","SRS"
463,16,0,0,0,"I",3,"Sr FLC","SRS"
464,13,0,0,0,"J",4,"Sr FLC","SRS"
465,17,1,0,0,"I",2,"Sr FLC","SRS"
466,17,6,0,0,"L",4,"Sr FLC","SRS"
467,20,0,0,0,"N",4,"Sr FLC","SRS"
468,22,1,0,0,"D",2,"Jr FLC","SRS"
469,0,0,0,0,"I",1,"Sr FLC","SRS"
470,19,1,0,0,"J",3,"Sr FLC","SRS"
471,17,0,0,0,"K",4,"Sr FLC","SRS"
472,18,0,0,0,"J",3,"Sr FLC","SRS"
473,22,0,0,0,"B",1,"Jr FLC","SRS"
474,25,0,0,0,"B",2,"Jr FLC","SRS"
475,0,0,0,0,"I",1,"Sr FLC","SRS"
476,14,1,0,0,"E",1,"Sr FLC","SRS"
477,18,6,0,1,"L",2,"Sr FLC","SRS"
478,0,0,0,0,"L",3,"Sr FLC","SRS"
479,5,0,0,0,"F",4,"Jr FLC","SRS"
480,0,0,0,0,"L",3,"Sr FLC","SRS"
481,16,0,0,0,"M",4,"Sr FLC","SRS"
482,22,0,0,0,"G",3,"Jr FLC","SRS"
483,0,0,0,0,"A",4,"Jr FLC","SRS"
484,22,0,3,0,"A",4,"Jr FLC","SRS"
485,19,2,0,0,"J",3,"Sr FLC","SRS"
486,21,0,0,0,"C",2,"Sr FLC","SRS"
487,20,0,0,0,"G",3,"Jr FLC","SRS"
488,19,0,0,0,"B",3,"Jr FLC","SRS"
489,0,0,0,0,"H",3,"Sr FLC","SRS"
490,16,7,0,0,"H",4,"Sr FLC","SRS"
491,19,0,0,0,"A",3,"Jr FLC","SRS"
492,22,0,0,0,"A",4,"Jr FLC","SRS"
493,0,0,0,0,"M",4,"Sr FLC","SRS"
494,0,0,0,0,"H",4,"Sr FLC","SRS"
495,0,0,0,0,"J",1,"Sr FLC","SRS"
496,0,0,0,0,"M",1,"Sr FLC","SRS"
497,23,0,0,0,"G",1,"Jr FLC","SRS"
498,15,3,0,0,"I",2,"Sr FLC","SRS"
499,23,0,0,0,"B",1,"Jr FLC","SRS"
500,17,0,0,0,"E",4,"Sr FLC","SRS"
501,0,0,0,0,"M",3,"Sr FLC","SRS"
502,16,3,0,0,"I",1,"Sr FLC","SRS"
503,22,0,0,0,"F",3,"Jr FLC","SRS"
504,0,0,0,0,"E",2,"Sr FLC","SRS"
505,21,0,0,0,"C",1,"Sr FLC","SRS"
506,23,0,0,0,"G",4,"Jr FLC","SRS"
507,0,0,0,0,"B",2,"Jr FLC","SRS"
508,19,4,0,0,"M",4,"Sr FLC","SRS"
509,18,0,0,0,"A",3,"Jr FLC","SRS"
510,22,0,0,0,"B",2,"Jr FLC","SRS"
511,20,1,0,0,"B",2,"Jr FLC","SRS"
512,20,0,0,0,"F",3,"Jr FLC","SRS"
513,18,0,0,0,"B",3,"Jr FLC","SRS"
514,14,6,0,0,"M",1,"Sr FLC","SRS"
515,0,0,0,0,"L",4,"Sr FLC","SRS"
516,23,0,0,0,"D",4,"Jr FLC","SRS"
517,17,0,0,0,"N",3,"Sr FLC","SRS"
518,16,1,0,0,"M",4,"Sr FLC","SRS"
519,16,1,0,0,"M",4,"Sr FLC","SRS"
520,24,0,0,0,"A",4,"Jr FLC","SRS"
521,0,0,0,0,"N",3,"Sr FLC","SRS"
522,22,0,0,0,"A",3,"Jr FLC","SRS"
523,0,0,0,0,"C",3,"Sr FLC","SRS"
524,15,0,0,0,"M",1,"Sr FLC","SRS"
525,23,1,0,0,"D",3,"Jr FLC","SRS"
526,0,0,0,0,"N",3,"Sr FLC","SRS"
527,20,0,0,0,"G",3,"Jr FLC","SRS"
528,18,0,0,0,"G",2,"Jr FLC","SRS"
529,2,0,0,0,"F",1,"Jr FLC","SRS"
530,15,0,0,0,"I",1,"Sr FLC","SRS"
531,22,1,1,1,"F",3,"Jr FLC","SRS"
532,0,0,0,0,"M",4,"Sr FLC","SRS"
533,0,0,0,0,"E",3,"Sr FLC","SRS"
534,23,0,0,0,"B",4,"Jr FLC","SRS"
535,15,0,0,0,"I",1,"Sr FLC","SRS"
536,24,0,2,0,"D",4,"Jr FLC","SRS"
537,17,0,0,0,"D",3,"Jr FLC","SRS"
538,10,0,1,0,"L",3,"Sr FLC","SRS"
539,0,0,0,0,"G",2,"Jr FLC","SRS"
540,0,0,0,0,"L",2,"Sr FLC","SRS"
541,23,2,3,0,"D",2,"Jr FLC","SRS"
542,0,0,0,0,"C",1,"Sr FLC","SRS"
543,17,0,0,0,"D",3,"Jr FLC","SRS"
544,19,0,0,0,"D",2,"Jr FLC","SRS"
545,18,0,0,0,"L",2,"Sr FLC","SRS"
546,0,0,0,0,"J",3,"Sr FLC","SRS"
547,22,1,0,0,"G",1,"Jr FLC","SRS"
548,0,0,0,0,"J",1,"Sr FLC","SRS"
549,17,0,0,0,"L",2,"Sr FLC","SRS"
550,22,1,0,0,"D",3,"Jr FLC","SRS"
551,22,0,0,0,"B",1,"Jr FLC","SRS"
552,16,2,0,0,"E",3,"Sr FLC","SRS"
553,20,0,0,0,"J",4,"Sr FLC","SRS"
554,3,0,0,0,"L",1,"Sr FLC","SRS"
555,0,0,0,0,"J",2,"Sr FLC","SRS"
556,20,2,0,0,"J",2,"Sr FLC","SRS"
557,23,0,0,0,"G",4,"Jr FLC","SRS"
558,20,1,0,0,"D",3,"Jr FLC","SRS"
559,21,0,0,0,"G",1,"Jr FLC","SRS"
560,22,2,0,0,"A",1,"Jr FLC","SRS"
561,22,0,0,0,"D",3,"Jr FLC","SRS"
562,0,0,0,0,"F",3,"Jr FLC","SRS"
563,20,2,0,0,"J",4,"Sr FLC","SRS"
564,22,1,0,0,"F",2,"Jr FLC","SRS"
565,15,0,0,0,"B",1,"Jr FLC","SRS"
566,0,0,0,0,"G",3,"Jr FLC","SRS"
567,0,0,0,0,"F",1,"Jr FLC","SRS"
568,20,0,0,0,"C",2,"Sr FLC","SRS"
569,22,0,0,0,"A",4,"Jr FLC","SRS"
570,20,0,0,0,"F",3,"Jr FLC","SRS"
571,10,0,0,0,"G",2,"Jr FLC","SRS"
572,22,1,3,0,"A",3,"Jr FLC","SRS"
573,23,0,0,0,"B",4,"Jr FLC","SRS"
574,19,0,0,0,"F",3,"Jr FLC","SRS"
575,22,0,0,0,"G",2,"Jr FLC","SRS"
576,22,0,0,0,"D",1,"Jr FLC","SRS"
577,15,0,0,0,"H",1,"Sr FLC","SRS"
578,19,0,0,0,"B",1,"Jr FLC","SRS"
579,16,1,0,0,"E",1,"Sr FLC","SRS"
580,20,0,0,0,"F",3,"Jr FLC","SRS"
581,18,3,2,1,"J",3,"Sr FLC","SRS"
582,15,0,0,0,"F",2,"Jr FLC","SRS"
583,22,0,0,0,"B",4,"Jr FLC","SRS"
584,22,1,0,0,"A",4,"Jr FLC","SRS"
585,22,0,0,0,"A",2,"Jr FLC","SRS"
586,14,0,0,0,"A",1,"Jr FLC","SRS"
587,22,0,0,0,"A",4,"Jr FLC","SRS"
588,0,0,0,0,"C",3,"Sr FLC","SRS"
589,22,0,0,0,"B",4,"Jr FLC","SRS"
590,16,0,0,0,"E",3,"Sr FLC","SRS"
591,16,0,0,0,"I",3,"Sr FLC","SRS"
592,23,0,0,0,"F",4,"Jr FLC","SRS"
593,0,0,0,0,"F",4,"Jr FLC","SRS"
594,13,0,0,0,"G",1,"Jr FLC","SRS"
595,0,0,0,0,"C",4,"Sr FLC","SRS"
596,14,0,0,0,"G",1,"Jr FLC","SRS"
597,15,0,0,0,"F",2,"Jr FLC","SRS"
598,0,0,0,0,"F",4,"Jr FLC","SRS"
599,21,0,0,0,"C",1,"Sr FLC","SRS"
600,13,0,0,0,"H",1,"Sr FLC","SRS"
601,0,0,0,0,"M",4,"Sr FLC","SRS"
602,18,3,0,0,"J",4,"Sr FLC","SRS"
603,15,6,0,0,"L",3,"Sr FLC","SRS"
604,24,0,1,0,"A",4,"Jr FLC","SRS"
605,22,1,0,0,"F",2,"Jr FLC","SRS"
606,14,0,0,0,"I",3,"Sr FLC","SRS"
607,15,0,0,0,"I",3,"Sr FLC","SRS"
608,20,0,0,0,"G",4,"Jr FLC","SRS"
609,22,1,1,0,"B",3,"Jr FLC","SRS"
610,0,0,0,0,"H",1,"Sr FLC","SRS"
611,22,0,0,0,"D",4,"Jr FLC","SRS"
612,18,2,0,0,"J",1,"Sr FLC","SRS"
613,0,0,0,0,"L",4,"Sr FLC","SRS"
614,23,0,0,0,"B",3,"Jr FLC","SRS"
615,0,0,0,0,"N",4,"Sr FLC","SRS"
616,18,5,1,0,"E",4,"Sr FLC","SRS"
617,3,0,0,0,"E",4,"Sr FLC","SRS"
618,0,0,0,0,"I",4,"Sr FLC","SRS"
619,20,1,1,0,"B",3,"Jr FLC","SRS"
620,0,0,0,0,"H",4,"Sr FLC","SRS"
621,19,1,1,0,"C",1,"Sr FLC","SRS"
622,22,0,0,0,"A",1,"Jr FLC","SRS"
623,16,2,0,0,"M",2,"Sr FLC","SRS"
624,26,1,4,0,"B",3,"Jr FLC","SRS"
625,18,0,0,0,"J",2,"Sr FLC","SRS"
626,0,0,0,0,"I",4,"Sr FLC","SRS"
627,22,0,0,0,"G",4,"Jr FLC","SRS"
628,23,0,0,0,"B",3,"Jr FLC","SRS"
629,20,0,0,0,"C",3,"Sr FLC","SRS"
630,17,0,0,1,"K",2,"Sr FLC","SRS"
631,16,3,0,0,"M",2,"Sr FLC","SRS"
632,0,0,0,0,"E",1,"Sr FLC","SRS"
633,23,0,0,0,"D",4,"Jr FLC","SRS"
634,15,1,0,0,"E",4,"Sr FLC","SRS"
635,19,0,0,0,"F",2,"Jr FLC","SRS"
636,21,0,2,0,"A",4,"Jr FLC","SRS"
637,14,0,2,0,"E",3,"Sr FLC","SRS"
638,20,1,0,0,"B",3,"Jr FLC","SRS"
639,22,0,0,0,"A",2,"Jr FLC","SRS"
640,18,0,0,0,"C",2,"Sr FLC","SRS"
641,17,0,0,0,"L",3,"Sr FLC","SRS"
642,20,3,0,0,"J",2,"Sr FLC","SRS"
643,19,0,0,0,"N",2,"Sr FLC","SRS"
644,24,0,5,0,"J",1,"Sr FLC","SRS"
1,14,0,0,0,"D",1,"Sr Suprv","SRS"
2,20,0,0,0,"A",3,"Sr Suprv","SRS"
3,0,0,0,0,"B",1,"Sr Suprv","SRS"
4,17,0,0,0,"G",3,"Sr Suprv","SRS"
5,18,3,1,0,"A",1,"Sr Suprv","SRS"
6,0,0,0,0,"A",3,"Sr Suprv","SRS"
7,16,3,0,0,"D",2,"Sr Suprv","SRS"
8,18,2,0,0,"G",3,"Sr Suprv","SRS"
9,16,1,0,0,"A",1,"Sr Suprv","SRS"
10,16,0,0,0,"F",1,"Sr Suprv","SRS"
11,0,0,0,0,"G",2,"Sr Suprv","SRS"
12,17,0,0,0,"F",4,"Sr Suprv","SRS"
13,0,0,0,0,"B",3,"Sr Suprv","SRS"
14,13,0,0,0,"A",2,"Sr Suprv","SRS"
15,17,2,0,0,"A",1,"Sr Suprv","SRS"
16,0,0,0,0,"G",4,"Sr Suprv","SRS"
17,18,2,0,0,"G",2,"Sr Suprv","SRS"
18,22,0,1,0,"A",3,"Sr Suprv","SRS"
19,0,0,0,0,"G",3,"Sr Suprv","SRS"
20,14,0,0,0,"F",2,"Sr Suprv","SRS"
21,0,0,0,0,"D",4,"Sr Suprv","SRS"
22,0,0,0,0,"G",4,"Sr Suprv","SRS"
23,0,0,0,0,"B",2,"Sr Suprv","SRS"
24,0,0,0,0,"B",4,"Sr Suprv","SRS"
25,20,0,0,0,"A",3,"Sr Suprv","SRS"
26,15,0,0,0,"G",4,"Sr Suprv","SRS"
27,0,0,0,0,"F",4,"Sr Suprv","SRS"
28,0,0,0,0,"F",3,"Sr Suprv","SRS"
29,13,0,0,0,"B",2,"Sr Suprv","SRS"
30,19,1,1,1,"A",3,"Sr Suprv","SRS"
31,16,0,0,0,"B",1,"Sr Suprv","SRS"
32,16,0,0,0,"D",2,"Sr Suprv","SRS"
33,16,3,0,0,"D",4,"Sr Suprv","SRS"
34,0,0,0,0,"B",4,"Sr Suprv","SRS"
35,17,2,1,0,"A",4,"Sr Suprv","SRS"
36,15,2,0,0,"B",3,"Sr Suprv","SRS"
37,0,0,0,0,"G",1,"Sr Suprv","SRS"
38,17,0,0,0,"B",4,"Sr Suprv","SRS"
39,0,0,0,0,"B",4,"Sr Suprv","SRS"
40,13,2,0,0,"F",2,"Sr Suprv","SRS"
41,17,0,0,0,"D",1,"Sr Suprv","SRS"
42,17,0,0,0,"D",1,"Sr Suprv","SRS"
43,17,2,0,0,"D",3,"Sr Suprv","SRS"
44,17,3,2,1,"D",2,"Sr Suprv","SRS"
45,0,0,0,0,"B",2,"Sr Suprv","SRS"
46,16,2,0,0,"G",1,"Sr Suprv","SRS"
47,19,0,0,0,"A",3,"Sr Suprv","SRS"
48,17,3,0,0,"F",4,"Sr Suprv","SRS"
49,0,0,0,0,"G",4,"Sr Suprv","SRS"
50,19,0,0,0,"D",2,"Sr Suprv","SRS"
51,16,1,0,0,"F",3,"Sr Suprv","SRS"
52,17,5,0,0,"B",4,"Sr Suprv","SRS"
53,16,0,0,0,"B",4,"Sr Suprv","SRS"
54,0,0,0,0,"F",4,"Sr Suprv","SRS"
55,0,0,0,0,"A",3,"Sr Suprv","SRS"
56,16,0,0,0,"B",1,"Sr Suprv","SRS"
57,0,0,0,0,"D",4,"Sr Suprv","SRS"
58,17,4,0,0,"A",1,"Sr Suprv","SRS"
59,0,0,0,0,"D",4,"Sr Suprv","SRS"
60,17,0,0,0,"D",2,"Sr Suprv","SRS"
61,16,0,0,0,"F",3,"Sr Suprv","SRS"
62,12,0,0,0,"F",4,"Sr Suprv","SRS"
63,16,0,0,0,"F",1,"Sr Suprv","SRS"
64,16,0,0,0,"A",2,"Sr Suprv","SRS"
65,16,1,0,0,"F",3,"Sr Suprv","SRS"
66,0,0,0,0,"F",2,"Sr Suprv","SRS"
67,18,0,0,0,"A",3,"Sr Suprv","SRS"
68,14,0,0,0,"F",2,"Sr Suprv","SRS"
69,22,0,0,0,"A",3,"Sr Suprv","SRS"
70,18,0,0,0,"G",4,"Sr Suprv","SRS"
71,18,3,0,0,"D",4,"Sr Suprv","SRS"
72,21,0,0,0,"A",3,"Sr Suprv","SRS"
73,0,0,0,0,"A",4,"Sr Suprv","SRS"
74,17,0,0,0,"G",3,"Sr Suprv","SRS"
75,17,0,0,0,"B",3,"Sr Suprv","SRS"
76,0,0,0,0,"G",3,"Sr Suprv","SRS"
77,0,0,0,0,"A",2,"Sr Suprv","SRS"
78,14,5,0,0,"F",3,"Sr Suprv","SRS"
79,17,0,0,0,"G",1,"Sr Suprv","SRS"
80,0,0,0,0,"A",3,"Sr Suprv","SRS"
81,18,0,2,0,"F",4,"Sr Suprv","SRS"
82,0,0,0,0,"G",3,"Sr Suprv","SRS"
83,15,0,0,0,"B",2,"Sr Suprv","SRS"
84,13,0,0,0,"G",2,"Sr Suprv","SRS"
85,15,1,0,0,"D",1,"Sr Suprv","SRS"
86,17,2,0,0,"F",1,"Sr Suprv","SRS"
87,0,0,0,0,"D",3,"Sr Suprv","SRS"
88,16,0,0,0,"F",3,"Sr Suprv","SRS"
89,17,0,0,0,"B",3,"Sr Suprv","SRS"
90,17,1,0,0,"B",3,"Sr Suprv","SRS"
91,0,0,0,0,"G",3,"Sr Suprv","SRS"
92,16,2,0,0,"B",3,"Sr Suprv","SRS"
93,9,1,0,0,"F",1,"Sr Suprv","SRS"
94,16,0,0,0,"G",3,"Sr Suprv","SRS"
95,15,0,0,0,"A",3,"Sr Suprv","SRS"
96,0,0,0,0,"D",3,"Sr Suprv","SRS"
97,15,2,1,1,"A",2,"Sr Suprv","SRS"
98,4,0,0,0,"A",4,"Sr Suprv","SRS"
99,17,0,0,0,"B",3,"Sr Suprv","SRS"
100,15,4,0,0,"D",3,"Sr Suprv","SRS"
101,0,0,0,0,"A",4,"Sr Suprv","SRS"
102,16,1,0,0,"D",3,"Sr Suprv","SRS"
103,7,0,0,0,"D",4,"Sr Suprv","SRS"
104,0,0,0,0,"D",3,"Sr Suprv","SRS"
105,5,1,0,0,"D",3,"Sr Suprv","SRS"
106,16,4,0,0,"B",1,"Sr Suprv","SRS"
107,15,1,0,0,"B",1,"Sr Suprv","SRS"
108,18,0,0,0,"A",2,"Sr Suprv","SRS"
109,0,0,0,0,"B",2,"Sr Suprv","SRS"
110,9,0,0,0,"G",4,"Sr Suprv","SRS"
111,0,0,0,0,"F",1,"Sr Suprv","SRS"
112,14,0,0,0,"B",3,"Sr Suprv","SRS"
113,17,0,0,0,"F",1,"Sr Suprv","SRS"
114,16,0,0,0,"A",1,"Sr Suprv","SRS"
115,5,0,0,0,"D",3,"Sr Suprv","SRS"
116,20,0,0,0,"G",2,"Sr Suprv","SRS"
117,0,0,0,0,"D",1,"Sr Suprv","SRS"
118,19,0,0,0,"A",2,"Sr Suprv","SRS"
119,0,0,0,0,"G",1,"Sr Suprv","SRS"
120,17,0,4,0,"F",3,"Sr Suprv","SRS"
121,0,0,0,0,"B",1,"Sr Suprv","SRS"
122,15,0,0,0,"G",2,"Sr Suprv","SRS"
123,16,0,0,0,"A",4,"Sr Suprv","SRS"
124,0,0,0,0,"A",4,"Sr Suprv","SRS"
125,19,1,0,0,"F",2,"Sr Suprv","SRS"
126,16,1,0,0,"F",3,"Sr Suprv","SRS"
127,14,0,0,0,"G",2,"Sr Suprv","SRS"
